,p_c,p_m,pop_size,Error
0,0.75,0.01,30.0,5859282.401130146
1,0.75,0.02,30.0,5823576.7153278515
2,0.75,0.03,30.0,5662001.548857844
3,0.75,0.04,30.0,5808419.674599062
4,0.75,0.05,30.0,5763336.818816876
5,0.8,0.03,10.0,5872776.517365613
6,0.8,0.03,20.0,5858313.148703033
7,0.8,0.03,30.0,5816598.494225359
8,0.8,0.03,40.0,5763254.912306602
9,0.8,0.03,50.0,5808779.390897088
10,0.75,0.03,40.0,5823716.254987463
11,0.8,0.03,40.0,5779136.539867491
12,0.85,0.03,40.0,5795809.214075175
13,0.9,0.03,40.0,5776895.516040424
14,0.95,0.03,40.0,5858015.2941099
